0.6656,0.4804,0.4358,0.2551,0.2792,0.5204,0.8708,0.0322,0.1617,0.0958,0.3374,0.8183,0.0259,0.6427,0.9898,0.4261,0.6020,0.9364,0.3778,0.9789,0.8044,0.3863,0.2871,0.4225,0.1678,0.1330,0.1825,0.5770,0.1439,0.7996,0.3121,0.6875,0.2038,0.4383,0.3077,0.3232,0.2695,0.8468,0.9563,0.7412,0.2635,0.7863,0.1457,0.5992,0.5749,0.9053,0.8449,0.4407,0.8673
0.0870,0.2560,0.1961,0.4623,0.8260,0.4274,0.9515,0.8596,0.2875,0.3243,0.3105,0.3376,0.2870,0.5908,0.0609,0.7335,0.8524,0.5898,0.5874,0.0812,0.1957,0.9255,0.3361,0.3005,0.2002,0.8055,0.6210,0.1589,0.1773,0.4762,0.7898,0.9318,0.0217,0.8653,0.7021,0.3330,0.9001,0.4187,0.7292,0.1146,0.0179,0.0666,0.0534,0.5002,0.7311,0.9762,0.3215,0.6860,0.0720
0.7709,0.1852,0.8603,0.6349,0.3357,0.7167,0.9569,0.1565,0.4422,0.2565,0.2059,0.8743,0.8982,0.7424,0.1043,0.5205,0.0052,0.8205,0.2214,0.4005,0.4998,0.3917,0.9612,0.1274,0.4607,0.0725,0.7558,0.1836,0.0704,0.4062,0.8931,0.5719,0.8775,0.0938,0.6045,0.7604,0.1253,0.4910,0.9215,0.3643,0.0971,0.3947,0.5257,0.3316,0.4532,0.2063,0.5474,0.6763,0.7487
0.8086,0.6343,0.2777,0.4309,0.2216,0.3398,0.5481,0.3563,0.5928,0.2051,0.5780,0.7378,0.6001,0.7812,0.3191,0.1870,0.7877,0.6411,0.6336,0.1749,0.7780,0.6010,0.5506,0.5642,0.9629,0.0376,0.2460,0.1556,0.2898,0.2066,0.0010,0.2883,0.7742,0.7902,0.6720,0.8983,0.7428,0.9220,0.7830,0.8358,0.3834,0.7596,0.0878,0.9725,0.9796,0.0802,0.9473,0.2812,0.0481
0.4809,0.9874,0.6940,0.9144,0.1661,0.1008,0.1143,0.0036,0.1002,0.4335,0.8084,0.1411,0.0566,0.2166,0.7581,0.4471,0.6944,0.8918,0.2175,0.4829,0.7498,0.3110,0.8813,0.7499,0.9549,0.7963,0.0887,0.0012,0.6301,0.2227,0.1158,0.6070,0.8468,0.6865,0.3591,0.6762,0.9691,0.9079,0.5693,0.9655,0.0189,0.3739,0.8359,0.6736,0.7760,0.9732,0.9307,0.1484,0.2377
0.3582,0.8314,0.3373,0.7331,0.3117,0.9995,0.7987,0.8701,0.7395,0.7836,0.6294,0.2169,0.6990,0.9611,0.6530,0.2789,0.7780,0.7608,0.0699,0.0805,0.0568,0.2628,0.3609,0.4476,0.8700,0.0065,0.8347,0.1500,0.8060,0.2436,0.2136,0.4611,0.9414,0.6775,0.4727,0.3042,0.0618,0.4196,0.1267,0.4139,0.7498,0.4331,0.1521,0.1105,0.2049,0.2018,0.6474,0.0381,0.9648
0.9387,0.6007,0.6541,0.9200,0.3569,0.7068,0.7727,0.0048,0.1296,0.3692,0.4276,0.2693,0.1380,0.2245,0.4079,0.9203,0.2664,0.7887,0.6667,0.0263,0.7097,0.8870,0.4292,0.8976,0.3013,0.0539,0.5369,0.8837,0.2310,0.7562,0.3407,0.2368,0.5291,0.3249,0.5568,0.0347,0.6237,0.6824,0.5359,0.5330,0.3855,0.1615,0.3619,0.7156,0.3168,0.3506,0.0524,0.8703,0.9141
0.2089,0.2035,0.4430,0.6245,0.3239,0.5189,0.7739,0.7983,0.7797,0.1886,0.3589,0.9884,0.6388,0.5757,0.1281,0.9632,0.4604,0.3880,0.9001,0.5622,0.0443,0.5201,0.7525,0.3075,0.8310,0.7072,0.0781,0.5310,0.9392,0.8725,0.0597,0.8304,0.0797,0.4230,0.3527,0.1678,0.5708,0.1651,0.5017,0.0318,0.5005,0.9729,0.2705,0.8959,0.2095,0.6071,0.1365,0.3527,0.6241
0.0971,0.2669,0.7343,0.0992,0.2780,0.0876,0.7026,0.2753,0.8309,0.7166,0.9166,0.9394,0.6991,0.5515,0.8639,0.8011,0.8303,0.7230,0.9960,0.4184,0.1942,0.6024,0.4082,0.6018,0.2622,0.4602,0.4748,0.8244,0.1702,0.1829,0.7888,0.2800,0.0238,0.0082,0.5076,0.9685,0.0514,0.0001,0.1959,0.0054,0.9041,0.4009,0.3250,0.9857,0.8633,0.5483,0.9840,0.9244,0.9808
0.5628,0.5533,0.5096,0.7459,0.2956,0.9105,0.7745,0.0384,0.9746,0.8325,0.1535,0.5187,0.7967,0.6515,0.0918,0.8277,0.4405,0.3308,0.6706,0.2335,0.5005,0.6079,0.5372,0.1758,0.4929,0.6999,0.7771,0.0333,0.1908,0.8871,0.0812,0.8741,0.1271,0.0082,0.9470,0.4314,0.8428,0.5884,0.2177,0.7083,0.4482,0.2552,0.5921,0.8329,0.7855,0.1339,0.3426,0.5538,0.9693
